time_s,dff_percent
0.000,-2.68
0.100,-2.68
0.200,-2.68
0.300,-2.68
0.400,-2.68
0.500,-2.68
0.600,-2.68
0.700,-2.68
0.800,-2.68
0.900,-2.68
1.000,-2.68
1.100,-2.68
1.200,-2.68
1.300,-2.68
1.400,-2.68
1.500,-2.68
1.600,-2.68
1.700,-2.68
1.800,-2.68
1.900,-2.68
2.000,-2.68
2.100,-2.68
2.200,-2.68
2.300,-2.68
2.400,-2.68
2.500,-2.68
2.600,-2.68
2.700,-2.68
2.800,-3.57
2.900,-2.68
3.000,-2.68
3.100,-2.68
3.200,-2.68
3.300,-2.68
3.400,-2.68
3.500,-2.68
3.600,0.00
3.700,9.82
3.800,22.32
3.900,37.50
4.000,54.46
4.100,62.50
4.200,67.86
4.300,65.18
4.400,61.61
4.500,55.36
4.600,50.00
4.700,43.75
4.800,39.29
4.900,33.93
5.000,30.36
5.100,26.79
5.200,23.21
5.300,21.43
5.400,19.64
5.500,17.86
5.600,15.18
5.700,14.29
5.800,12.50
5.900,10.71
6.000,8.93
6.100,8.04
6.200,7.14
6.300,6.25
6.400,4.46
6.500,2.68
6.600,2.68
6.700,2.68
6.800,2.68
6.900,2.68
7.000,0.89
7.100,0.89
7.200,0.89
7.300,0.89
7.400,0.89
7.500,-0.89
7.600,-0.89
7.700,0.00
7.800,0.00
7.900,-0.89
8.000,-0.89
8.100,-0.89
8.200,-2.68
8.300,-0.89
8.400,-0.89
8.500,-0.89
8.600,0.00
8.700,-0.89
8.800,0.00
8.900,0.00
9.000,0.00
9.100,0.00
9.200,0.00
9.300,0.00
9.400,0.00
